;Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros
466;MIAMI;Hombre;DEPORTIVAS;blanco;39,90€;Si;40-41-42-43-44-45;84505-C50006;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
467;XIAN;Hombre;DEPORTIVAS;azul;39,90€;Si;41-42-43-44;84506-C50009;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
468;JONY;Hombre;DEPORTIVAS;marron;45,90€;Si;41-42-43-44;84466-C50236;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
469;DEAN;Hombre;DEPORTIVAS;negro;49,90€;Si;44;84604-C20291;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
470;DANNA;Hombre;DEPORTIVAS;negro;45,90€;Si;41-42-43-44;84605-C18382;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
471;KIMAX;Hombre;DEPORTIVAS;burdeos;49,99€;Si;40-41-42;84327-C47437;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
472;KIMAX;Hombre;BOTINES;azul;49,99€;Si;40-41;84333-C48141;Material principal:Piel$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
473;KIMAX;Hombre;DEPORTIVAS;negro;49,90€;Si;41-42;84299-C47368;Material principal:Piel$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
474;KIMAX;Hombre;DEPORTIVAS;marron;49,90€;Si;45;84299-352104;Material principal:Piel$Altura:2 cm
475;KIMAX;Hombre;ZAPATOS;azul;49,99€;Si;40-43;84334-C48144;Material principal:Serraje$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda
476;PICADILLY;Hombre;ZAPATOS;negro;49,90€;Si;43-45;84362-C13145;Material principal:Piel$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
477;MIAMI;Hombre;DEPORTIVAS;marron;39,90€;Si;40-41-42-43-44;84506-C50008;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
478;de lona;Hombre;DEPORTIVAS;blanco;23,99€;Si;43-44-45;15380-I222;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
479;de lona;Hombre;DEPORTIVAS;negro;23,99€;No;?;15380-C20462;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
480;de lona;Hombre;DEPORTIVAS;azul;23,99€;Si;40-41-42-43-44-45;15380-I243;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
481;DETROIT;Hombre;DEPORTIVAS;verde;49,99€;No;?;84463-C23802;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
482;DETROIT;Hombre;DEPORTIVAS;cuero;45,99€;No;?;84463-C49027;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
483;PICADILLY;Hombre;DEPORTIVAS;beige;39,99€;No;?;84441-C48981;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
484;PORLAND;Hombre;DEPORTIVAS;azul;39,99€;No;?;84363-C49381;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
485;PORLAND;Hombre;DEPORTIVAS;gris;39,99€;No;?;84363-C49383;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
486;ROMA;Hombre;DEPORTIVAS;blanco;39,99€;No;?;84385-C48984;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
487;METRO;Hombre;DEPORTIVAS;verde;36,99€;No;?;84086-C49013;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
488;JOGGER;Hombre;DEPORTIVAS;azul;36,99€;No;?;84361B-C49102;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
489;METRO;Hombre;DEPORTIVAS;azul;36,99€;No;?;84086-C48968;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
490;PORLAND;Hombre;DEPORTIVAS;marino;39,99€;No;?;84363-C48442;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
491;JOGGER;Hombre;DEPORTIVAS;negro;36,99€;No;?;84361B-C48146;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
492;PORLAND;Hombre;DEPORTIVAS;azul;39,90€;No;?;84363-C50017;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
493;PEKIN;Hombre;DEPORTIVAS;negro;45,99€;No;?;84261-C47379;Altura:3 cm
494;PEKIN;Hombre;DEPORTIVAS;verde;45,99€;No;?;84261-C47378;Altura:3 cm
495;JOGGE;Hombre;DEPORTIVAS;verde;35,99€;No;?;84361-C42838;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
496;PORLAND;Hombre;DEPORTIVAS;burdeos;39,90€;No;?;84363-C50020;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
497;LAND;Hombre;DEPORTIVAS;gris;39,90€;No;?;84363P-C50014;Altura:2 cm
498;LAND;Hombre;DEPORTIVAS;negro;39,90€;No;?;84363P-C50004;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
499;TEMPTA;Hombre;DEPORTIVAS;verde;39,90€;No;?;84467-C50029;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
500;BALTIMORE;Hombre;DEPORTIVAS;gris;42,90€;No;?;84477-C48983;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
501;BALTIMORE;Hombre;DEPORTIVAS;negro;42,90€;No;?;84477-C12563;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
502;METRO;Hombre;ZAPATOS;gris;42,90€;No;?;84483-C50025;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
503;METRO;Hombre;DEPORTIVAS;negro;39,90€;Si;41-42-43-44;84485-C50024;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
504;ROMA;Hombre;DEPORTIVAS;azul;39,90€;Si;41-42-43-44;84501-C50009;Material principal:Sintetico$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
505;ROMA;Hombre;ZAPATOS;gris;39,90€;No;?;84501-C50222;Material principal:Sintetico$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
506;EXICO;Hombre;DEPORTIVAS;marron;49,90€;No;?;84632-C14116;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
507;TADY;Hombre;ZAPATOS;azul;49,90€;No;?;84633-C50153;Material principal:Sintetico$Altura:3.50 cm
508;DETROIT;Hombre;ZAPATOS;azul;45,90€;No;?;84463-C14128;Material principal:Sintetico$Altura:2 cm
509;DETROIT;Hombre;ZAPATOS;marron;45,90€;No;?;84463-C14116;Material principal:Sintetico$Altura:2 cm
510;DETROIT;Hombre;ZAPATOS;marron;45,90€;No;?;84463-C39283;Material principal:Sintetico$Altura:2 cm
511;EVEREST;Hombre;ZAPATOS;marron;49,90€;No;?;84602-C50083;Material principal:Textil$Altura:3.50 cm
512;EVEREST;Hombre;ZAPATOS;marron;49,90€;No;?;84602-C47926;Material principal:Textil$Altura:3.50 cm
513;JOSH;Hombre;ZAPATOS;azul;45,90€;No;?;84481-C50033;Altura:2.50 cm
514;JOSH;Hombre;ZAPATOS;gris;45,90€;No;?;84481-C50034;Altura:2.50 cm
515;JOSH;Hombre;ZAPATOS;negro;45,90€;No;?;84481-C50004;Altura:2.50 cm
516;MEXICO;Hombre;ZAPATOS;marron;49,90€;No;?;84610-C12875;Material principal:Sintetico$Altura:4 cm
517;MEXICO;Hombre;ZAPATOS;verde;49,90€;No;?;84610-C50712;Material principal:Sintetico$Altura:4 cm
518;MEXICO;Hombre;ZAPATOS;azul;49,90€;No;?;84610-C50106;Material principal:Sintetico$Altura:4 cm
519;48076;Niño;BOTINES;negro;39,99€;Si;32-33-34-35-36-37-38;48076-C50719;Material principal:Textil$Altura:2.50 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
520;MARTA;Niño;BOTINES;negro;39,99€;Si;28-29-30-31;47853PR-C49307;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
521;MARTA;Niño;BOTINES;rosa;39,99€;Si;28-29-30-31;47853PR-C49309;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
522;MARTA;Niño;BOTINES;blanco;39,99€;Si;28-29-30-31;47853PR-C49308;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
523;ALASKA;Niño;BOTINES;negro;39,99€;Si;31-32-33-34-35-36-37-38-39;48082-C50245;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
524;LIA;Niño;BOTINES;negro;39,99€;Si;33-38-39;48088-C50248;Material principal:Sintetico$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
525;NINA;Niño;BOTINES;azul;45,99€;Si;25-26-27-28-31-32-34;48063-C50221;Material principal:Serraje$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
526;LONDON;Niño;DEPORTIVAS;blanco;35,99€;Si;32-33-36-37-38-39;48157-C19667;Material principal:Sintetico$Altura:3.40 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
527;BONZA;Niño;DEPORTIVAS;plata;33,50€;Si;33-34-37-38-39;48145-C43675;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
528;ALICE;Niño;DEPORTIVAS;azul;33,50€;Si;30;69118-C47641;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
529;KOJIMA;Niño;DEPORTIVAS;kaki;35,99€;Si;31-32-33-34-36-38;47903-C47534;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
530;CASTY;Niño;DEPORTIVAS;verde;35,99€;Si;32-33-34-35-38-39;47971-C50157;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
531;ALASKA;Niño;ZAPATOS;burdeos;35,90€;Si;37-38;47399-C36534;Material principal:Sintetico
532;RAPSO;Niño;DEPORTIVAS;camel;34,50€;Si;30-31-32;47696AT-C42915;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
533;RAPSO;Niño;DEPORTIVAS;azul;34,50€;Si;29-30-31-32;47696AT-C42914;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
534;TAXI;Niño;DEPORTIVAS;azul;35,99€;Si;32-33-34-35-36-38-39;48134-C50209;Material principal:Sintetico$Altura:1.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
535;ANGIE;Niño;DEPORTIVAS;nude;35,99€;Si;37-39;48154-C50149;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
536;GASIA;Niño;DEPORTIVAS;blanco;33,50€;Si;33-34-35-36-37-38-39;48143-C45310;Material principal:Sintetico$Altura:1 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
537;NINA;Niño;BOTINES;azul;45,99€;Si;25-26-34;47835-C47834;Material principal:Piel$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
538;NANA;Niño;BOTINES;azul;45,99€;Si;25-26-33-34;47840-C37213;Material principal:Piel$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
539;VENUS;Niño;BOTINES;marron;39,99€;Si;31-32-35-36-37-38;48077-C27928;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
540;de niña TINA;Niño;BOTINES;negro;49,99€;Si;32-33-35-38;47849-C30659;Material principal:Piel$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
541;DRIZZY;Niño;DEPORTIVAS;blanco;35,99€;Si;32-33-34-35-36-37-38-39;47967-C50162;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
542;DRIZZY;Niño;DEPORTIVAS;negro;35,99€;Si;32-33-34-35-36-37-38-39;47967-C50163;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
543;MONDA;Niño;DEPORTIVAS;oro;35,99€;Si;25-28-29-30-31-32;48151-C50206;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
544;ANGUS;Niño;DEPORTIVAS;blanco;35,99€;Si;35-36-37-38-39;47966-C50145;Material principal:Sintetico$Altura:3 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
545;MENTA;Niño;DEPORTIVAS;azul;35,99€;Si;32-33-34-36-37-38;48132-C50203;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
546;CAL;Niño;DEPORTIVAS;marron;35,99€;Si;26-28-29-30-31-32;48135-C50210;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
547;CAL;Niño;DEPORTIVAS;azul;35,99€;Si;25-26-27-28-29-30-31-32;48135-C50209;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
548;CASTY;Niño;DEPORTIVAS;azul;35,99€;Si;32-33-34-35-36-37-39;47971-C50156;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
549;FORZA;Niño;DEPORTIVAS;nude;34,99€;Si;31-36-38-39;47708-C43000;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
550;JOGGER;Niño;DEPORTIVAS;verde;35,99€;Si;25-26-28-30-31;47972-C50157;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
551;JOGGER;Niño;DEPORTIVAS;azul;35,99€;Si;25-26-28-29-30-31-32-33;47972-C50156;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
552;KALO;Niño;DEPORTIVAS;azul;34,50€;Si;37;47696ZU-C42914;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
553;KALO;Niño;DEPORTIVAS;cuero;34,50€;Si;38;47696ZU-C42915;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
554;ALICE;Niño;DEPORTIVAS;azul-gris;33,50€;Si;25-26;69119-C36824;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
555;GAISI;Niño;DEPORTIVAS;azul;33,50€;Si;32-33-37-39;47446-C38807;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
556;ALICE;Niño;DEPORTIVAS;rosa;33,50€;Si;25;69118-C43008;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
557;NANI;Niño;BOTINES;marron;45,99€;Si;25;47839-C47841;Material principal:Piel$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
558;MARTINA;Niño;BOTINES;negro;36,99€;Si;32-33-34-35-36-37-38-39;48092-C42697;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
559;niña HOG;Niño;DEPORTIVAS;marino;35,99€;Si;37;47606-C43002;Material principal:Sintetico$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
560;con luces de niño LOVE;Niño;DEPORTIVAS;blanco;36,99€;Si;30;47721-C19667;Material principal:Sintetico$Altura:2 cm. cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
561;SHIN;Niño;BOTINES;gris;29,99€;Si;27-28-29-30-31-32;47951SW-C47975;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
562;SHIN;Niño;BOTINES;camel;29,99€;Si;26-27-28-29-30-31-32;47951SW-C47944;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
563;FRANCIS;Niño;BOTINES;cuero;52,99€;No;?;47908-C47913;Material principal:Piel$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
564;ANGIE;Niño;DEPORTIVAS;oro;35,99€;Si;34-35-36-37-38;48154-C50150;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
572;BAKOR;Niño;DEPORTIVAS;rosa;29,99€;Si;34;47745-C45506;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
573;MIAMI;Niño;DEPORTIVAS;blanco;35,90€;Si;33;84577-C33618;Material principal:Sintetico
574;GASIA;Niño;DEPORTIVAS;blanco;33,50€;No;?;47925-C49500;Material principal:Sintetico$Altura:1 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
575;MOON;Niño;DEPORTIVAS;blanco;34,99€;No;?;47730-C49533;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
576;de niña TINA;Niño;BOTINES;marron;49,99€;No;?;47849-352104;Material principal:Piel$Altura:2.50 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
581;LONN;Niño;BOTINES;camel;29,99€;No;?;47949-C50225;Material principal:Textil$Altura:2 cm
582;SHIN;Niño;BOTINES;taupe;29,99€;No;?;47951-C50228;Altura:2 cm
583;AGASI;Niño;DEPORTIVAS;blanco;29,99€;No;?;48138-C19667;Material principal:Sintetico$Altura:1 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones-Velcro$Material del interior:Serraje$Material de la planta:Sintético$Tipo de puntera:Redonda
584;VENUS;Niño;BOTINES;negro;39,99€;No;?;48077-C27784;Material principal:Textil$Altura:2.50 cm
585;MARTINA;Niño;BOTINES;burdeos;36,99€;No;?;48092-C42698;Altura:3 cm
586;SCOTT;Niño;BOTINES;marron;39,99€;No;?;48115-C50257;Altura:2.50 cm
587;DESERT;Niño;BOTINES;azul;39,99€;No;?;48124-C42714;Material principal:Textil$Altura:2 cm
588;DESERT;Niño;BOTINES;camel;39,99€;No;?;48124-C50083;Material principal:Textil$Altura:2 cm
589;AGANSI;Niño;DEPORTIVAS;blanco;33,50€;No;?;48144-C45310;Material principal:Sintetico$Altura:1 cm
