;Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros
97;serraje ARES;Mujer;BOTAS;cuero;89,90€;Si;36-37-38-39-40-41;58964-C47011;Material principal:Serraje$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
98;ARES;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;58964-C49744;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
99;ARIA;Mujer;DEPORTIVAS;blanco;29,90€;Si;36-37-38-39-40-41;69862-C50178;Material principal:Sintetico$Altura:1.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
100;serraje ARES;Mujer;BOTAS;beige;89,90€;Si;36-37-38-40-41;58964-C49846;Material principal:Serraje$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
101;TEMI;Mujer;DEPORTIVAS;negro;36,90€;Si;37-38-39-40-41;69650-C20291;Material principal:Sintetico$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
102;LAMBY;Mujer;DEPORTIVAS;marron;49,90€;Si;36-39-40-41;69569-C50715;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
103;ACTIOM;Mujer;DEPORTIVAS;negro;29,90€;Si;36-37-38-39-40;69463-C20291;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
104;ACTIOM;Mujer;DEPORTIVAS;blanco;29,90€;Si;37-38-39-40;69463-C19667;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
105;WHIEL;Mujer;DEPORTIVAS;blanco;39,90€;Si;36-37-38-39-40-41;69711-C50128;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
106;CORE;Mujer;DEPORTIVAS;nude;39,90€;Si;36-37-38-39-40-41;69418-C50113;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
107;CAM;Mujer;DEPORTIVAS;azul;39,90€;Si;36-37-38-39-40;69705-C50132;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
108;LANA;Mujer;DEPORTIVAS;blanco;45,90€;Si;36-37-38-39-40-41;69165-C49060;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
109;LANA;Mujer;DEPORTIVAS;negro;45,90€;Si;36-37-38-39-40;69165-C45024;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
110;ROSSI;Mujer;DEPORTIVAS;gris;49,90€;Si;37-38-39-40-41;69598-C22837;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:FOAM$Tipo de puntera:Redonda
111;CAM;Mujer;DEPORTIVAS;marron;39,90€;Si;36-37-38-39-40-41;69705-C50131;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
112;PERDANG;Mujer;DEPORTIVAS;verde;39,90€;Si;36-37-38-39-40-41;69859-C50133;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
113;CAM;Mujer;DEPORTIVAS;rosa;39,90€;Si;36-37-38-39-40-41;69705-C50098;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
114;GRAPPA;Mujer;BOLSO;verde;39,90€;Si;OS;GRAPPA-C50312;Material principal:Sintetico$Forro:Textil$Base:14$Altura:25 cm$Ancho:30$Tipo de cierre:Cremallera$Material del interior:Textil
115;LENA;Mujer;BOTAS;marron;59,90€;Si;38-39-40-41;58694-C27834;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta
116;LAMBRA;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40-41;50187-C50074;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
117;LAMBRA;Mujer;BOTINES;marron;49,90€;Si;36-37-38-39-40-41;50187-C50166;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
118;TANUBIS;Mujer;BOTINES;marron;49,90€;Si;37-38-39-40;58685-C27834;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media
119;TANUBIS;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40;58685-C27784;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media
120;TANUBIS;Mujer;BOTINES;taupe;49,90€;Si;37-38-39-40-41;58685-C28595;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media
121;LUNI;Mujer;BOTINES;marron;49,90€;Si;36-37-38-39-40;58616-C50073;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
122;SAMBRA;Mujer;BOTAS;marron;55,90€;Si;36-37-38-39-40;50255-C50166;Material principal:Textil$Altura:8 cm$Material de la suela:Sintética$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media
123;LEO;Mujer;DEPORTIVAS;azul;39,90€;Si;37-38-39-40;69441-C10123;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
124;ALICE;Mujer;DEPORTIVAS;blanco;39,90€;Si;36-37-38-39-40;69033-C50100;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:FOAM$Tipo de puntera:Redonda
125;ANA;Mujer;DEPORTIVAS;blanco;45,90€;Si;36-37-38-39-40-41;69601-C50175;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
126;LANA;Mujer;DEPORTIVAS;plata;39,90€;Si;36-39;69169-C35140;Material principal:Sintetico$Altura:3 cm
127;ARIA;Mujer;DEPORTIVAS;blanco;29,90€;Si;36-37-38-39-40;69862-C50177;Material principal:Sintetico$Altura:1.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
128;de mujer ANCONA;Mujer;BOLSO;negro;45,90€;Si;OS;ANCONA-C50265;Material principal:Sintetico$Base:14$Altura:32 cm$Ancho:32$Tipo de cierre:Cremallera$Material del interior:Textil
129;ALBA;Mujer;MOCHILA;negro;39,90€;Si;OS;ALBA-C50265;Material principal:Sintetico$Base:18$Altura:32.50 cm$Ancho:27.50$Tipo de cierre:Cordones$Material del interior:Textil
130;MARTIN;Mujer;BOLSO;negro;45,90€;Si;OS;MARTIN-C50335;Material principal:Sintetico$Forro:Textil$Base:9.50$Altura:28.50 cm$Ancho:42.50$Tipo de cierre:Cremallera$Material del interior:Sintético
131;bandolera GROSSO;Mujer;BOLSO;verde;29,90€;Si;OS;GROSSO-C50312;Material principal:Sintetico$Base:6.50$Altura:17 cm$Ancho:24$Tipo de cierre:Cremallera$Material del interior:Textil
132;bandolera EMILIA;Mujer;BOLSO;marron;36,90€;Si;OS;EMILIA-C50380;Material principal:Sintetico$Forro:Textil$Base:6$Altura:16 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
133;GLAMI;Mujer;BOTINES;taupe;55,90€;Si;36-37-38-39-40-41;58714-C50143;Material principal:Sintetico$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
134;BURNY;Mujer;BOTINES;negro;55,90€;Si;36-37-38-39-40-41;58674-C50055;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
135;MAYRA;Mujer;BOTINES;negro;49,90€;Si;37-38-39-40;58679-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
136;NOEL;Mujer;BOTAS;negro;59,90€;Si;38-39-40-41;50307-C14596;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
137;SAMBRA;Mujer;BOTAS;taupe;55,90€;Si;36-37-38-39-40-41;50255-C50165;Altura:8 cm$Material de la suela:Sintética
138;LANSA;Mujer;BOTAS;negro;59,90€;Si;36-37-38-39-40-41;50280-C27784;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Alta
139;NEW PALAS;Mujer;BOTINES;marron;55,90€;Si;36-37-38-39-40;50275-C27834;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media
140;MAXI;Mujer;DEPORTIVAS;blanco;36,90€;Si;36-37-38-39-40-41;69947-C19667;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
141;JOGGO;Mujer;DEPORTIVAS;rosa;39,90€;Si;36-37-38-39-40;69362-C50130;Material principal:Sintetico$Altura:2.50 cm$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
142;ELLE;Mujer;DEPORTIVAS;rosa;36,90€;Si;36-37-38-39-41;69434-C50183;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
143;LEXIA;Mujer;DEPORTIVAS;negro;45,90€;Si;37-38-39-40-41;69426-C50042;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
144;SAONA;Mujer;DEPORTIVAS;negro;45,90€;Si;36-37-38-39-40-41;69612-C50051;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
145;ELBA;Mujer;MOCHILA;marron;39,90€;Si;OS;ELBA-C50380;Material principal:Sintetico$Forro:Textil$Base:12$Altura:30.50 cm$Ancho:28$Tipo de cierre:Cremallera$Material del interior:Textil
146;ELBA;Mujer;MOCHILA;negro;39,90€;Si;OS;ELBA-C50379;Material principal:Sintetico$Base:12$Altura:30.50 cm$Ancho:28$Tipo de cierre:Cremallera$Material del interior:Textil
147;INSTAN;Mujer;MOCHILA;marron;39,90€;Si;OS;INSTAN-C50345;Material principal:Sintetico$Forro:Textil$Base:11$Altura:26 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
148;INSTAN;Mujer;MOCHILA;negro;39,90€;Si;OS;INSTAN-C50346;Material principal:Sintetico$Base:11$Altura:26 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
149;ASTI;Mujer;BOLSO;negro;36,90€;Si;OS;ASTI-C50271;Material principal:Sintetico$Base:13$Altura:23 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
150;ASTI;Mujer;MOCHILA;marron;36,90€;Si;OS;ASTI-C50270;Material principal:Sintetico$Base:13$Altura:23 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
151;STAVIA;Mujer;BOLSO;marron;42,90€;Si;OS;STAVIA-C50286;Material principal:Sintetico$Base:16$Altura:22 cm$Ancho:32$Tipo de cierre:Cremallera$Material del interior:Textil
152;CELANDIA;Mujer;BOTAS;beige;99,90€;Si;36-37-38-39-40;50223-C47017;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
153;MYRA;Mujer;BOTAS;burdeos;99,90€;Si;37-38-39-40-41;50340-C50405;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
154;CENTA;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-41;50251-C50444;Material principal:Serraje$Forro:Piel$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
155;PANA;Mujer;BOTINES;marron;39,90€;Si;36-37-38-39-40-41;58712-C28595;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
156;ERIS;Mujer;BOTINES;marron;45,90€;Si;36-39-40-41;58656-C35920;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
157;VICKY;Mujer;BOTINES;negro;39,90€;Si;37-38;58589-C47455;Material principal:Sintetico$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
158;NEW WENDY;Mujer;BOTINES;marron;49,90€;Si;36-37-38-39-40;58165-C28595;Material principal:Sintetico$Altura:4 cm$Material de la suela:Interna$Tipo de tacón:Cuña$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
159;TEMI;Mujer;DEPORTIVAS;blanco;36,90€;Si;36-37-38-39-40-41;69650-C19667;Material principal:Sintetico$Altura:2 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
160;de lona BIGGER-K;Mujer;DEPORTIVAS;negro;29,90€;Si;37-38-39-40;69423-C20462;Material principal:Textil$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
161;CRIS;Mujer;DEPORTIVAS;blanco;39,90€;Si;36-37-38-39-40-41;69496-C50180;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
162;CRIS;Mujer;DEPORTIVAS;nude;39,90€;Si;38-39-40-41;69496-C50181;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
163;KIMAX;Mujer;DEPORTIVAS;rosa;36,90€;Si;36-37-38-39-40-41;69624-C49328;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:FOAM$Tipo de puntera:Redonda
164;KIMAX;Mujer;DEPORTIVAS;negro;36,90€;Si;37-38-39-40-41;69624-C50127;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:FOAM$Tipo de puntera:Redonda
165;NEW WENDY;Mujer;BOTINES;cuero;49,90€;Si;36-37-38-39-40;58165-C27834;Material principal:Sintetico$Altura:4 cm$Material de la suela:Interna$Tipo de tacón:Cuña$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
166;NEW WENDY;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40-41;58165-C27784;Material principal:Sintetico$Altura:4 cm$Material de la suela:Interna$Tipo de tacón:Cuña$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
167;GLASS;Mujer;BOTINES;marron;49,90€;Si;36-39-40-41;58666-C27928;Material principal:Sintetico$Altura:6.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
168;GLASS;Mujer;BOTINES;taupe;49,90€;Si;40-41;58666-C28595;Material principal:Sintetico$Altura:6.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
169;NEWSESENTA;Mujer;BOTINES;marron;49,90€;Si;37-38-39-40;50286-C27834;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
170;MANTU;Mujer;MOCHILA;marron;39,90€;Si;OS;MANTU-C50293;Material principal:Sintetico$Forro:Textil$Base:11$Altura:28 cm$Ancho:24$Tipo de cierre:Solapa$Material del interior:Sintético
171;PARMA;Mujer;BOLSO;negro;45,90€;Si;OS;PARMA-C50278;Material principal:Sintetico$Base:18$Altura:26 cm$Ancho:37$Tipo de cierre:Cremallera$Material del interior:Textil
172;PARMA;Mujer;BOLSO;marron;45,90€;Si;OS;PARMA-C50279;Material principal:Sintetico$Base:18$Altura:26 cm$Ancho:37$Tipo de cierre:Cremallera$Material del interior:Textil
173;de mujer LIVORN;Mujer;BOLSO;marron;36,90€;Si;OS;LIVORN-C50392;Material principal:Sintetico$Forro:Textil$Base:7$Altura:18 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Sintético
174;de mujer LIVORN;Mujer;BOLSO;negro;36,90€;Si;OS;LIVORN-C32954;Material principal:Sintetico$Forro:Textil$Base:7$Altura:18 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Sintético
175;LENA;Mujer;BOTAS;negro;59,90€;Si;36-37-38-39-40-41;58694-C27784;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta
176;ANUBIS;Mujer;BOTAS;marron;55,90€;Si;38-40;58662-C47320;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta
177;serraje CLEO;Mujer;BOTINES;cuero;79,90€;Si;36-37-38-39-40-41;58963-C47011;Material principal:Serraje$Altura:5 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
178;CLEO;Mujer;BOTINES;negro;79,90€;Si;38-39;58963-C49742;Material principal:Piel$Altura:5 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
179;DANAE;Mujer;BOTINES;cuero;79,90€;Si;36-37-38-39-40;58092-C47011;Material principal:Piel$Altura:5 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
180;LUNI;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40;58616-C48487;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
181;NOW PALAS;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40-41;58644-C50061;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
182;KANSAS;Mujer;BOTINES;negro;89,90€;Si;36-37-38-39-40-41;58137-C49742;Material principal:Piel$Altura:8.50 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
183;SOMO;Mujer;DEPORTIVAS;negro;39,90€;Si;36-37-38-39-40-41;69610-C50117;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
184;SOMO;Mujer;DEPORTIVAS;gris;39,90€;Si;36-37-38-39-40-41;69610-C50118;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
185;SOMO;Mujer;DEPORTIVAS;burdeos;39,90€;Si;36-37-38-39-40-41;69610-C50123;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
186;SOMO;Mujer;DEPORTIVAS;azul;39,90€;Si;36-37-38-39-40-41;69610-C50121;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
187;SOMO;Mujer;DEPORTIVAS;blanco;39,90€;Si;36-37-38-39-40-41;69610-C50120;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
188;de lona BIGGER-K;Mujer;DEPORTIVAS;blanco;29,90€;Si;36-37-38-39-40;69423-I222;Material principal:Textil$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
189;KANSAS;Mujer;BOTINES;cuero;89,90€;Si;36-37-38-39-40-41;58137-C47011;Material principal:Piel$Altura:8.50 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
190;DANAE;Mujer;BOTINES;azul;89,90€;Si;38-39-40;58092-C49891;Material principal:Piel$Altura:5 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
191;CELANDIA;Mujer;BOTAS;negro;99,90€;Si;36-37-38-39-40;50223-C47013;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
192;CENTA;Mujer;BOTAS;negro;99,90€;Si;36-37-38-40;50251-C47013;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
193;NENTA;Mujer;BOTINES;negro;89,90€;Si;36-37-38-39-40;50318-C49742;Material principal:Piel$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
194;MENSIA;Mujer;BOTAS;kaki;59,90€;Si;37-38-39-40-41;50294-C50089;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
